,Open,High,Low,Close,Volume,Name,is_weekend
2008-04-18,267.87,274.12,262.65,269.97,18238386.0,GOOGL,0
2008-04-19,268.56666666666666,273.27,263.57,269.70000000000005,13771950.667320244,,1
2008-04-20,269.2633333333333,272.42,264.49,269.43,11302016.70186201,,1
2008-04-21,269.96,271.57,265.41,269.16,7444117.0,GOOGL,0
2008-04-22,269.05,280.7,269.05,277.78,7941759.0,GOOGL,0
2008-04-23,279.25,279.93,270.75,273.52,4923072.0,GOOGL,0
2008-04-24,275.92,277.52,270.28,271.79,4138703.0,GOOGL,0
2008-04-25,274.78,276.78,271.64,272.3,4166074.0,GOOGL,0
2008-04-26,274.25666666666666,277.4133333333333,271.01666666666665,273.64666666666665,4678967.6912918035,,1
2008-04-27,273.7333333333333,278.0466666666667,270.3933333333333,274.99333333333334,4044312.0484866444,,1
2008-04-28,273.21,278.68,269.77,276.34,4010065.0,GOOGL,0
2008-04-29,275.69,281.98,275.28,279.51,4346436.0,GOOGL,0
2008-04-30,281.39,292.72,279.51,287.43,7904535.0,GOOGL,0
2008-05-01,289.44,297.76,288.77,296.84,6605847.0,GOOGL,0
2008-05-02,299.54,301.53,289.94,290.94,6999258.0,GOOGL,0
2008-05-03,299.60333333333335,300.9533333333333,291.24666666666667,293.21,6576067.907982284,,1
2008-05-04,299.6666666666667,300.37666666666667,292.55333333333334,295.48,5833188.235699126,,1
2008-05-05,299.73,299.8,293.86,297.75,6288296.0,GOOGL,0
2008-05-06,295.8,296.3,291.79,293.47,4632216.0,GOOGL,0
2008-05-07,295.43,300.04,288.5,289.79,6613900.0,GOOGL,0
2008-05-08,293.39,294.94,289.74,291.8,5123411.0,GOOGL,0
2008-05-09,289.8,292.8,285.9,286.9,4484839.0,GOOGL,0
2008-05-10,289.0866666666667,293.09000000000003,285.5133333333333,288.8533333333333,4706684.015205578,,1
2008-05-11,288.37333333333333,293.38,285.12666666666667,290.8066666666667,4750414.143095,,1
2008-05-12,287.66,293.67,284.74,292.76,4865400.0,GOOGL,0
2008-05-13,293.41,294.27,289.56,291.79,5165161.0,GOOGL,0
2008-05-14,293.54,295.89,287.91,288.44,4379072.0,GOOGL,0
2008-05-15,289.79,291.77,288.09,290.79,4343918.0,GOOGL,0
2008-05-16,291.01,292.63,289.45,290.33,4275273.0,GOOGL,0
2008-05-17,290.52666666666664,293.33,288.65,289.9033333333333,4714931.682719954,,1
2008-05-18,290.04333333333335,294.03000000000003,287.85,289.4766666666667,4993596.1490681125,,1
2008-05-19,289.56,294.73,287.05,289.05,5604808.0,GOOGL,0
2008-05-20,287.6,291.53,286.74,289.59,3313954.0,GOOGL,0
2008-05-21,289.55,291.0,274.22,275.27,6470194.0,GOOGL,0
2008-05-22,276.25,277.38,270.4,275.0,5077251.0,GOOGL,0
2008-05-23,273.75,276.78,269.17,272.58,4434523.0,GOOGL,0
2008-05-24,273.5,277.97999999999996,269.9275,274.6175,4699555.948922505,,1
2008-05-25,273.25,279.17999999999995,270.685,276.655,4701274.928944008,,1
2008-05-26,273.0,280.38,271.4425,278.6925,4704101.28002795,,0
2008-05-27,272.75,281.58,272.2,280.73,3868084.0,GOOGL,0
2008-05-28,284.25,286.03,280.83,284.4,4053146.0,GOOGL,0
2008-05-29,287.68,293.23,286.89,291.79,4846918.0,GOOGL,0
2008-05-30,292.03,295.25,290.94,293.19,3226189.0,GOOGL,0
2008-05-31,291.8666666666667,294.24666666666667,289.26666666666665,291.39,3747118.607782713,,1
2008-06-01,291.7033333333333,293.24333333333334,287.59333333333336,289.59000000000003,3906598.489988615,,1
2008-06-02,291.54,292.24,285.92,287.79,3674673.0,GOOGL,0
2008-06-03,288.54,290.54,280.59,283.93,4335870.0,GOOGL,0
2008-06-04,282.95,289.29,282.56,286.4,3363944.0,GOOGL,0
2008-06-05,288.83,294.31,288.39,293.44,3921519.0,GOOGL,0
2008-06-06,290.16,290.65,283.78,283.78,4735039.0,GOOGL,0
2008-06-07,288.21000000000004,288.85999999999996,280.1766666666667,282.25666666666666,4448000.602914918,,1
2008-06-08,286.26,287.07,276.5733333333333,280.7333333333333,4557940.204468794,,1
2008-06-09,284.31,285.28,272.97,279.21,5288503.0,GOOGL,0
2008-06-10,275.05,279.69,273.66,277.36,3658060.0,GOOGL,0
2008-06-11,278.4,278.95,272.5,272.87,3813039.0,GOOGL,0
2008-06-12,274.65,279.28,273.71,276.75,5496577.0,GOOGL,0
2008-06-13,281.03,288.14,280.95,286.04,6184523.0,GOOGL,0
2008-06-14,281.8633333333333,288.70666666666665,281.81,286.25666666666666,5616484.455844383,,1
2008-06-15,282.69666666666666,289.2733333333333,282.66999999999996,286.47333333333336,5073668.648351405,,1
2008-06-16,283.53,289.84,283.53,286.69,3544066.0,GOOGL,0
2008-06-17,288.46,289.32,284.47,285.01,3463538.0,GOOGL,0
2008-06-18,282.54,284.78,279.86,281.47,3388111.0,GOOGL,0
2008-06-19,277.95,282.17,275.68,280.38,5683305.0,GOOGL,0
2008-06-20,278.77,278.77,272.53,273.49,5983267.0,GOOGL,0
2008-06-21,276.83,278.13,272.1133333333333,273.2866666666667,5453522.705466614,,1
2008-06-22,274.89,277.49,271.69666666666666,273.0833333333333,4817551.855721896,,1
2008-06-23,272.95,276.85,271.28,272.88,3636930.0,GOOGL,0
2008-06-24,272.84,275.87,267.82,271.42,4672590.0,GOOGL,0
2008-06-25,272.76,279.18,272.11,275.78,4126218.0,GOOGL,0
2008-06-26,272.32,272.74,264.39,264.67,5660281.0,GOOGL,0
2008-06-27,264.1,265.26,257.8,264.3,5446925.0,GOOGL,0
2008-06-28,264.90333333333336,266.59666666666664,259.13,264.02333333333337,4825670.48865656,,1
2008-06-29,265.70666666666665,267.93333333333334,260.46000000000004,263.74666666666667,4181463.141788264,,1
2008-06-30,266.51,269.27,261.79,263.47,3765738.0,GOOGL,0
2008-07-01,260.05,268.63,258.76,267.63,4961186.0,GOOGL,0
2008-07-02,268.52,270.46,263.29,263.78,4225485.0,GOOGL,0
2008-07-03,265.71,269.88,264.01,268.77,2400686.0,GOOGL,0
2008-07-04,267.1375,271.10249999999996,265.025,269.635,3519094.416539101,,0
2008-07-05,268.565,272.325,266.03999999999996,270.5,3160863.5606871396,,1
2008-07-06,269.9925,273.5475,267.055,271.365,3247148.8050345425,,1
2008-07-07,271.42,274.77,268.07,272.23,4260084.0,GOOGL,0
2008-07-08,273.27,277.87,270.27,277.54,4933328.0,GOOGL,0
2008-07-09,275.66,278.12,270.64,271.05,4154089.0,GOOGL,0
2008-07-10,272.77,275.02,265.63,270.56,4332164.0,GOOGL,0
2008-07-11,268.52,270.02,259.97,267.17,4981837.0,GOOGL,0
2008-07-12,268.93666666666667,270.11333333333334,259.3066666666667,265.13666666666666,4659486.063277014,,1
2008-07-13,269.3533333333333,270.20666666666665,258.6433333333334,263.10333333333335,4516176.082699696,,1
2008-07-14,269.77,270.3,257.98,261.07,4425055.0,GOOGL,0
2008-07-15,258.4,264.01,250.8,258.3,6071955.0,GOOGL,0
2008-07-16,257.28,268.52,255.56,268.07,4744695.0,GOOGL,0
2008-07-17,267.35,268.79,262.51,266.99,8796466.0,GOOGL,0
2008-07-18,249.42,249.74,239.33,240.9,11294260.0,GOOGL,0
2008-07-19,246.50666666666666,247.25666666666666,237.24666666666667,238.81,8958109.818257947,,1
2008-07-20,243.59333333333333,244.77333333333334,235.16333333333336,236.72,7786805.520581612,,1
2008-07-21,240.68,242.29,233.08,234.63,5910402.0,GOOGL,0
2008-07-22,233.59,240.37,233.03,238.79,4694231.0,GOOGL,0
2008-07-23,241.05,248.86,239.29,244.85,4898469.0,GOOGL,0
2008-07-24,248.6,248.68,238.05,238.05,3544129.0,GOOGL,0
2008-07-25,243.49,246.81,240.99,246.24,3184517.0,GOOGL,0
2008-07-26,244.42333333333335,246.63666666666666,239.92666666666668,243.76000000000002,3854824.778812404,,1
2008-07-27,245.35666666666665,246.46333333333334,238.86333333333334,241.28,3536942.588255249,,1
2008-07-28,246.29,246.29,237.8,238.8,3164213.0,GOOGL,0
2008-07-29,239.89,243.87,239.24,241.8,2803356.0,GOOGL,0
2008-07-30,242.99,243.25,236.64,241.59,3491976.0,GOOGL,0
2008-07-31,237.52,240.69,235.96,237.11,2865036.0,GOOGL,0
2008-08-01,236.49,236.85,231.48,234.16,3008213.0,GOOGL,0
2008-08-02,235.75666666666666,236.81333333333333,231.38,233.35,3527928.34729425,,1
2008-08-03,235.02333333333334,236.77666666666667,231.28,232.54,3122659.4120709854,,1
2008-08-04,234.29,236.74,231.18,231.73,2486956.0,GOOGL,0
2008-08-05,234.03,240.28,233.4,240.16,3584521.0,GOOGL,0
2008-08-06,239.42,245.13,236.49,243.41,3375880.0,GOOGL,0
2008-08-07,241.24,242.24,238.44,239.8,2773726.0,GOOGL,0
2008-08-08,240.32,248.12,238.08,247.75,3739462.0,GOOGL,0
2008-08-09,242.37333333333333,250.31,240.76666666666668,248.72333333333333,3439606.6189407324,,1
2008-08-10,244.42666666666665,252.5,243.45333333333332,249.69666666666666,3513366.767781649,,1
2008-08-11,246.48,254.69,246.14,250.67,4241367.0,GOOGL,0
2008-08-12,251.25,253.32,249.25,251.56,2755768.0,GOOGL,0
2008-08-13,251.05,252.02,247.19,250.27,3626049.0,GOOGL,0
2008-08-14,249.1,254.06,248.39,253.0,2918940.0,GOOGL,0
2008-08-15,253.75,255.59,253.0,255.33,3545614.0,GOOGL,0
2008-08-16,254.22333333333333,255.48,251.33333333333334,253.35333333333335,3486362.2783951857,,1
2008-08-17,254.69666666666666,255.37,249.66666666666666,251.37666666666667,3438287.608874022,,1
2008-08-18,255.17,255.26,248.0,249.4,3336321.0,GOOGL,0
2008-08-19,245.46,249.39,243.56,245.5,3046669.0,GOOGL,0
2008-08-20,247.61,248.59,241.53,242.74,3984524.0,GOOGL,0
2008-08-21,241.7,245.19,239.87,243.51,3514192.0,GOOGL,0
2008-08-22,246.0,247.68,244.98,245.54,2297253.0,GOOGL,0
2008-08-23,245.1,248.03666666666666,243.65,244.27666666666667,2784240.565140144,,1
2008-08-24,244.20000000000002,248.39333333333335,242.32,243.01333333333332,2752964.3453618065,,1
2008-08-25,243.3,248.75,240.99,241.75,2015252.0,GOOGL,0
2008-08-26,241.97,241.97,235.53,237.32,3308534.0,GOOGL,0
2008-08-27,237.1,237.65,232.65,234.52,4388646.0,GOOGL,0
2008-08-28,236.48,238.46,235.4,237.13,3029755.0,GOOGL,0
2008-08-29,235.11,235.74,231.4,231.88,3848198.0,GOOGL,0
2008-08-30,235.9875,237.13750000000002,231.285,232.125,3460780.267567387,,1
2008-08-31,236.865,238.53500000000003,231.17000000000002,232.37,3805449.2854002584,,1
2008-09-01,237.7425,239.9325,231.055,232.615,4153960.035500841,,0
2008-09-02,238.62,241.33,230.94,232.86,6120696.0,GOOGL,0
2008-09-03,234.6,237.38,230.02,232.44,4315457.0,GOOGL,0
2008-09-04,230.23,231.85,224.92,225.36,4886656.0,GOOGL,0
2008-09-05,222.97,226.45,220.26,222.35,4538375.0,GOOGL,0
2008-09-06,224.06,226.53333333333333,216.5,218.29333333333332,4281815.497867733,,1
2008-09-07,225.15,226.61666666666665,212.73999999999998,214.23666666666668,5362971.588442818,,1
2008-09-08,226.24,226.7,208.98,210.18,9021498.0,GOOGL,0
2008-09-09,211.8,216.41,207.71,209.54,7231445.0,GOOGL,0
2008-09-10,212.45,212.45,205.04,207.29,6227792.0,GOOGL,0
2008-09-11,204.38,217.76,203.39,217.09,6472648.0,GOOGL,0
2008-09-12,215.32,221.22,214.71,219.05,6027927.0,GOOGL,0
2008-09-13,214.28333333333333,221.21666666666667,213.83,218.41666666666669,6436836.845197596,,1
2008-09-14,213.24666666666667,221.21333333333334,212.95,217.78333333333333,6904160.836112275,,1
2008-09-15,212.21,221.21,212.07,217.15,6568621.0,GOOGL,0
2008-09-16,213.19,224.86,212.96,221.69,6991767.0,GOOGL,0
2008-09-17,219.46,219.79,206.93,207.45,9129154.0,GOOGL,0
2008-09-18,211.53,219.81,205.46,219.76,8592097.0,GOOGL,0
2008-09-19,230.73,231.27,221.86,224.8,10008393.0,GOOGL,0
2008-09-20,229.58333333333331,229.94333333333333,219.4766666666667,221.63,9261144.655772356,,1
2008-09-21,228.43666666666667,228.61666666666667,217.09333333333333,218.46,8271996.152815567,,1
2008-09-22,227.29,227.29,214.71,215.29,4409119.0,GOOGL,0
2008-09-23,216.84,220.62,213.07,214.85,5206644.0,GOOGL,0
2008-09-24,215.39,222.72,215.27,217.77,4242795.0,GOOGL,0
2008-09-25,219.64,225.22,218.21,220.02,5026917.0,GOOGL,0
2008-09-26,214.21,218.8,210.73,215.74,5292426.0,GOOGL,0
2008-09-27,212.79333333333335,216.52333333333334,204.00333333333333,207.39000000000001,5366781.720959762,,1
2008-09-28,211.37666666666667,214.24666666666667,197.27666666666667,199.04,6310511.354469666,,1
2008-09-29,209.96,211.97,190.55,190.69,10764969.0,GOOGL,0
2008-09-30,198.2,212.76,196.36,200.46,8824587.0,GOOGL,0
2008-10-01,206.27,208.7,201.75,206.07,6237073.0,GOOGL,0
2008-10-02,205.1,205.19,193.19,195.44,5988151.0,GOOGL,0
2008-10-03,198.87,206.46,191.73,193.65,8035907.0,GOOGL,0
2008-10-04,194.97333333333333,200.36666666666667,187.40666666666667,191.03,7899146.548244891,,1
2008-10-05,191.07666666666668,194.27333333333334,183.08333333333331,188.41,8597200.91214685,,1
2008-10-06,187.18,188.18,178.76,185.79,11222485.0,GOOGL,0
2008-10-07,186.85,187.68,172.86,173.18,11058832.0,GOOGL,0
2008-10-08,165.25,179.67,163.22,169.22,11828463.0,GOOGL,0
2008-10-09,172.43,174.46,161.0,164.65,8088421.0,GOOGL,0
2008-10-10,156.74,171.12,155.31,166.17,10600607.0,GOOGL,0
2008-10-11,163.85,177.80333333333334,161.22333333333333,174.34666666666666,10724908.021259155,,1
2008-10-12,170.96,184.48666666666665,167.13666666666668,182.5233333333333,10811786.069150941,,1
2008-10-13,178.07,191.17,173.05,190.7,8907601.0,GOOGL,0
2008-10-14,196.96,197.45,178.68,181.54,7874657.0,GOOGL,0
2008-10-15,177.5,179.68,169.58,169.75,6721780.0,GOOGL,0
2008-10-16,166.55,178.43,154.87,176.69,16289267.0,GOOGL,0
2008-10-17,189.67,193.19,181.96,186.46,14255817.0,GOOGL,0
2008-10-18,189.79999999999998,192.35333333333332,181.29666666666668,187.59,12799985.42886913,,1
2008-10-19,189.93,191.51666666666668,180.63333333333333,188.72,11241354.627809603,,1
2008-10-20,190.06,190.68,179.97,189.85,6757002.0,GOOGL,0
2008-10-21,186.38,192.08,181.18,181.56,5790611.0,GOOGL,0
2008-10-22,178.67,185.03,172.17,178.01,6564121.0,GOOGL,0
2008-10-23,177.0,179.18,169.16,176.34,6480445.0,GOOGL,0
2008-10-24,163.4,175.41,162.53,169.81,7358927.0,GOOGL,0
2008-10-25,164.79,174.16333333333333,162.67333333333335,168.17666666666668,7543441.298510632,,1
2008-10-26,166.18,172.91666666666666,162.81666666666666,166.54333333333332,6773967.361488663,,1
2008-10-27,167.57,171.67,162.96,164.91,6209173.0,GOOGL,0
2008-10-28,169.69,184.84,164.42,184.56,8106988.0,GOOGL,0
2008-10-29,183.08,185.69,176.36,179.18,9763687.0,GOOGL,0
2008-10-30,184.41,186.19,179.36,180.02,7993407.0,GOOGL,0
2008-10-31,178.26,186.17,177.31,179.86,7426876.0,GOOGL,0
2008-11-01,178.49666666666667,184.67333333333332,175.17,177.71333333333334,7127805.050081868,,1
2008-11-02,178.73333333333332,183.17666666666668,173.03,175.56666666666666,6324480.406358284,,1
2008-11-03,178.97,181.68,170.89,173.42,5955447.0,GOOGL,0
2008-11-04,176.9,186.37,172.92,183.65,7352449.0,GOOGL,0
2008-11-05,181.26,184.62,170.83,171.29,6949770.0,GOOGL,0
2008-11-06,170.15,172.38,163.07,165.78,8579492.0,GOOGL,0
2008-11-07,166.73,170.75,162.83,165.74,4690083.0,GOOGL,0
2008-11-08,165.87333333333333,168.79666666666665,160.18333333333334,163.67666666666668,5134758.061062187,,1
2008-11-09,165.01666666666665,166.84333333333333,157.53666666666666,161.61333333333334,5783174.7426366545,,1
2008-11-10,164.16,164.89,154.89,159.55,8097595.0,GOOGL,0
2008-11-11,154.5,158.31,150.41,155.89,10148785.0,GOOGL,0
2008-11-12,151.18,156.4,144.02,145.65,10054453.0,GOOGL,0
2008-11-13,146.03,156.66,140.14,156.2,13239068.0,GOOGL,0
2008-11-14,151.78,162.66,151.43,155.17,9518466.0,GOOGL,0
2008-11-15,151.73666666666668,160.18666666666667,150.66,153.51666666666665,8661970.906550892,,1
2008-11-16,151.69333333333333,157.71333333333334,149.89000000000001,151.86333333333334,8341010.724030341,,1
2008-11-17,151.65,155.24,149.12,150.21,7544451.0,GOOGL,0
2008-11-18,150.94,152.02,142.82,148.86,8348791.0,GOOGL,0
2008-11-19,147.84,150.25,139.43,140.23,7841605.0,GOOGL,0
2008-11-20,137.58,141.61,129.65,129.91,9780746.0,GOOGL,0
2008-11-21,131.39,134.82,123.77,131.35,10246338.0,GOOGL,0
2008-11-22,132.51333333333332,134.91666666666666,124.05666666666666,130.51666666666665,9456257.602657758,,1
2008-11-23,133.63666666666666,135.01333333333335,124.34333333333333,129.68333333333334,9458457.349715753,,1
2008-11-24,134.76,135.11,124.63,128.85,10059557.0,GOOGL,0
2008-11-25,134.47,143.47,133.79,141.17,10774259.0,GOOGL,0
2008-11-26,140.28,147.88,138.24,146.19,6359179.0,GOOGL,0
2008-11-27,142.86,148.125,141.26,146.41,9759076.473915257,,0
2008-11-28,145.44,148.37,144.28,146.63,2566368.0,GOOGL,0
2008-11-29,144.78666666666666,146.85666666666668,140.56,142.13,4678660.308773706,,1
2008-11-30,144.13333333333333,145.34333333333333,136.84,137.63,5264275.766625949,,1
2008-12-01,143.48,143.83,133.12,133.13,5711464.0,GOOGL,0
2008-12-02,135.0,139.03,131.42,137.69,5841927.0,GOOGL,0
2008-12-03,135.06,140.82,132.8,139.85,5906616.0,GOOGL,0
2008-12-04,138.4,141.89,134.52,137.31,4887799.0,GOOGL,0
2008-12-05,135.65,142.26,132.14,142.14,6523993.0,GOOGL,0
2008-12-06,138.81333333333333,146.46333333333334,135.14,145.16333333333333,6991952.27594603,,1
2008-12-07,141.97666666666666,150.66666666666666,138.14,148.18666666666667,7499088.729808501,,1
2008-12-08,145.14,154.87,141.14,151.21,8145300.0,GOOGL,0
2008-12-09,148.99,159.16,148.65,153.14,6891773.0,GOOGL,0
2008-12-10,154.77,157.61,152.41,154.56,5239603.0,GOOGL,0
2008-12-11,152.24,156.6,149.05,150.26,6181078.0,GOOGL,0
2008-12-12,148.0,158.39,147.15,158.04,5722856.0,GOOGL,0
2008-12-13,151.05333333333334,158.72666666666666,149.00333333333333,157.19,6118558.419606869,,1
2008-12-14,154.10666666666665,159.06333333333333,150.85666666666668,156.34,6610118.54352849,,1
2008-12-15,157.16,159.4,152.71,155.49,6738806.0,GOOGL,0
2008-12-16,157.42,164.91,155.79,162.8,7199994.0,GOOGL,0
2008-12-17,159.48,161.23,156.37,157.78,5798130.0,GOOGL,0
2008-12-18,158.51,160.34,154.71,155.3,4764056.0,GOOGL,0
2008-12-19,155.65,159.05,154.65,155.24,5670140.0,GOOGL,0
2008-12-20,155.24333333333334,157.66666666666669,151.58666666666667,153.06,6264257.60851093,,1
2008-12-21,154.83666666666667,156.28333333333333,148.52333333333334,150.88,6015692.106714414,,1
2008-12-22,154.43,154.9,145.46,148.7,3919429.0,GOOGL,0
2008-12-23,150.37,151.81,148.48,149.16,3783790.0,GOOGL,0
2008-12-24,150.89,153.32,149.34,151.63,1921757.0,GOOGL,0
2008-12-25,151.54,153.05,149.32,150.98000000000002,3083850.459602747,,0
2008-12-26,152.19,152.78,149.3,150.33,1961122.0,GOOGL,0
2008-12-27,151.54666666666665,152.13333333333333,148.18,149.84,3096892.437825245,,1
2008-12-28,150.90333333333334,151.48666666666668,147.06,149.35000000000002,3446079.636018051,,1
2008-12-29,150.26,150.84,145.94,148.86,3702166.0,GOOGL,0
2008-12-30,150.55,153.56,149.5,151.71,3845369.0,GOOGL,0
2008-12-31,152.25,155.66,151.46,153.98,2887334.0,GOOGL,0
2009-01-01,153.35,158.365,152.18,157.39999999999998,2713376.4847366447,,0
2009-01-02,154.45,161.07,152.9,160.82,3617574.0,GOOGL,0
2009-01-03,156.51999999999998,162.64333333333332,154.48666666666668,161.94333333333333,3681845.8138257605,,1
2009-01-04,158.59,164.21666666666667,156.07333333333332,163.06666666666666,3967444.671059086,,1
2009-01-05,160.66,165.79,157.66,164.19,4891063.0,GOOGL,0
2009-01-06,166.66,170.57,163.36,167.2,6426845.0,GOOGL,0
2009-01-07,164.32,165.62,159.53,161.17,4495295.0,GOOGL,0
2009-01-08,159.3,162.76,158.83,162.76,3601466.0,GOOGL,0
2009-01-09,163.91,163.91,156.86,157.69,4341085.0,GOOGL,0
2009-01-10,162.04333333333332,162.48333333333332,156.33,157.29333333333332,4324508.965090884,,1
2009-01-11,160.17666666666668,161.05666666666667,155.8,156.89666666666668,4254509.7871789755,,1
2009-01-12,158.31,159.63,155.27,156.5,3304863.0,GOOGL,0
2009-01-13,156.04,160.46,155.35,157.32,4433603.0,GOOGL,0
2009-01-14,155.15,157.06,149.02,150.64,5577379.0,GOOGL,0
2009-01-15,148.93,151.94,143.54,149.64,5937439.0,GOOGL,0
2009-01-16,152.66,154.28,148.0,149.98,5225959.0,GOOGL,0
2009-01-17,151.925,153.185,146.38,147.865,4833108.866870496,,1
2009-01-18,151.19,152.09,144.76,145.75,4826044.761587744,,1
2009-01-19,150.45499999999998,150.995,143.14000000000001,143.635,4809538.911872981,,0
2009-01-20,149.72,149.9,141.52,141.52,5050088.0,GOOGL,0
2009-01-21,144.32,151.9,144.32,151.69,4927534.0,GOOGL,0
2009-01-22,149.17,154.83,147.72,153.4,8266320.0,GOOGL,0
2009-01-23,154.79,166.15,152.26,162.51,10732775.0,GOOGL,0
2009-01-24,157.39,165.48666666666668,154.98666666666665,162.37333333333333,8548020.309670303,,1
2009-01-25,159.99,164.82333333333332,157.71333333333334,162.23666666666665,7098329.525041211,,1
2009-01-26,162.59,164.16,160.44,162.1,4611581.0,GOOGL,0
2009-01-27,163.39,167.1,162.3,165.91,4929544.0,GOOGL,0
2009-01-28,169.16,176.34,168.32,174.51,7693202.0,GOOGL,0
2009-01-29,172.44,172.7,170.23,171.83,7284342.0,GOOGL,0
2009-01-30,172.52,174.57,168.17,169.43,4673619.0,GOOGL,0
2009-01-31,170.78333333333333,173.93666666666667,167.50333333333333,169.77333333333334,4721244.595100182,,1
2009-02-01,169.04666666666668,173.3033333333333,166.83666666666664,170.11666666666667,4521777.851413762,,1
2009-02-02,167.31,172.67,166.17,170.46,5206915.0,GOOGL,0
2009-02-03,171.46,171.67,167.08,170.4,6561634.0,GOOGL,0
2009-02-04,170.21,177.4,169.75,171.67,6817851.0,GOOGL,0
2009-02-05,170.63,177.87,168.67,177.04,7265283.0,GOOGL,0
2009-02-06,178.41,187.09,177.9,185.83,7041797.0,GOOGL,0
2009-02-07,180.88333333333333,188.29,179.87666666666667,187.07666666666668,6333409.359978672,,1
2009-02-08,183.35666666666668,189.49,181.85333333333335,188.32333333333332,5569107.853975176,,1
2009-02-09,185.83,190.69,183.83,189.57,4983224.0,GOOGL,0
2009-02-10,188.18,188.94,179.12,179.43,7105831.0,GOOGL,0
2009-02-11,179.65,182.68,176.68,179.2,5232088.0,GOOGL,0
2009-02-12,176.76,181.99,175.92,181.71,5551383.0,GOOGL,0
2009-02-13,181.28,181.68,177.79,179.02,4147107.0,GOOGL,0
2009-02-14,179.3175,179.69,175.845,177.14000000000001,4470771.474716388,,1
2009-02-15,177.35500000000002,177.7,173.89999999999998,175.26,4642930.599697009,,1
2009-02-16,175.3925,175.71,171.95499999999998,173.38,4810100.297207508,,0
2009-02-17,173.43,173.72,170.01,171.5,5680732.0,GOOGL,0
2009-02-18,173.79,176.87,170.43,176.73,6025999.0,GOOGL,0
2009-02-19,178.91,180.08,170.88,171.49,4989553.0,GOOGL,0
2009-02-20,169.19,174.63,167.67,173.4,6218278.0,GOOGL,0
2009-02-21,170.68333333333334,174.77666666666667,166.76,170.66666666666666,5872293.859409121,,1
2009-02-22,172.17666666666665,174.92333333333332,165.85,167.93333333333334,5584247.720022581,,1
2009-02-23,173.67,175.07,164.94,165.2,5220506.0,GOOGL,0
2009-02-24,165.68,174.98,165.61,172.9,6101985.0,GOOGL,0
2009-02-25,171.25,176.33,169.63,170.99,6440776.0,GOOGL,0
2009-02-26,173.15,176.42,168.75,168.76,5607758.0,GOOGL,0
2009-02-27,166.64,172.08,165.72,169.16,5420892.0,GOOGL,0
2009-02-28,166.70333333333332,171.56,164.86666666666667,167.35333333333332,5364997.4559011385,,1
2009-03-01,166.76666666666668,171.04000000000002,164.01333333333332,165.54666666666668,5455922.895975736,,1
2009-03-02,166.83,170.52,163.16,163.74,5789674.0,GOOGL,0
2009-03-03,165.2,167.01,161.34,162.9,6524207.0,GOOGL,0
2009-03-04,161.74,164.66,157.85,159.62,7820133.0,GOOGL,0
2009-03-05,158.4,159.7,151.47,152.97,6530631.0,GOOGL,0
2009-03-06,153.76,155.25,147.27,154.44,7238087.0,GOOGL,0
2009-03-07,152.5533333333333,154.64666666666668,146.47,151.49,6655910.896654002,,1
2009-03-08,151.34666666666666,154.04333333333332,145.67000000000002,148.54,6551270.736380171,,1
2009-03-09,150.14,153.44,144.87,145.59,6929592.0,GOOGL,0
2009-03-10,149.27,155.41,147.27,154.24,6731733.0,GOOGL,0
2009-03-11,155.21,160.16,153.01,159.11,5926878.0,GOOGL,0
2009-03-12,158.93,162.66,156.98,161.93,5026330.0,GOOGL,0
2009-03-13,163.21,163.89,159.67,162.37,3907609.0,GOOGL,0
2009-03-14,163.19333333333333,164.26999999999998,159.59666666666666,161.58,4726265.308568735,,1
2009-03-15,163.17666666666668,164.65,159.5233333333333,160.79,4972369.593066624,,1
2009-03-16,163.16,165.03,159.45,160.0,4947256.0,GOOGL,0
2009-03-17,160.25,167.84,159.7,167.84,4715786.0,GOOGL,0
2009-03-18,167.57,170.17,164.19,166.72,5013619.0,GOOGL,0
2009-03-19,166.01,168.17,163.85,165.13,4111476.0,GOOGL,0
2009-03-20,165.32,166.66,163.33,165.25,4738590.0,GOOGL,0
2009-03-21,165.86333333333332,169.40666666666667,164.4466666666667,168.32666666666665,5147128.960057993,,1
2009-03-22,166.40666666666667,172.15333333333334,165.56333333333333,171.40333333333334,5077026.145936498,,1
2009-03-23,166.95,174.9,166.68,174.48,4272085.0,GOOGL,0
2009-03-24,173.42,177.1,172.17,173.76,3821808.0,GOOGL,0
2009-03-25,175.38,175.85,168.29,172.21,4337117.0,GOOGL,0
2009-03-26,176.74,179.76,174.42,176.82,6004769.0,GOOGL,0
2009-03-27,175.18,176.17,172.91,174.02,3323401.0,GOOGL,0
2009-03-28,173.93333333333334,174.80666666666667,171.34,173.18666666666667,3737044.5959388856,,1
2009-03-29,172.68666666666667,173.44333333333333,169.76999999999998,172.35333333333335,3736903.6428466006,,1
2009-03-30,171.44,172.08,168.2,171.52,3096702.0,GOOGL,0
2009-03-31,174.64,176.93,173.26,174.2,3658421.0,GOOGL,0
2009-04-01,172.06,177.8,170.48,177.22,3303042.0,GOOGL,0
2009-04-02,181.84,185.06,180.34,181.43,4489367.0,GOOGL,0
2009-04-03,182.43,186.05,179.18,185.07,3789784.0,GOOGL,0
2009-04-04,182.84666666666666,185.73000000000002,179.74666666666667,184.81333333333333,3757291.315343542,,1
2009-04-05,183.26333333333335,185.41,180.31333333333333,184.55666666666667,3603223.5014218977,,1
